order_id,order_date,customer_id,country,brand,model,price,quantity,discount,payment_method,rating,returned
ORD-104647,12/22/2022,CUST-68043,Brazil,Sony,Xperia 10 V,1383.5,5.0,0.144,Debit Card,2.6,True
ORD-101153,16-02-2023,CUST-51536,USA,OnePlus,OnePlus Nord 3,153.81,2.0,0.257,UPI,1.1,1
ORD-104442,09-10-2023,CUST-43761,Canada,google,Pixel 8,732.47,4.0,0.277,Credit Card,4.1,True
ORD-100057,11/15/2024,CUST-26948,France,XIAOMI,POCO F5,1193.46,1.0,0.368,COD,3.4,True
ORD-103516,28-01-2024,CUST-50829,USA,Samsung,Galaxy S24,592.43,1.0,0.365,Bank Transfer,1.9,True
ORD-104359,2022-04-03,CUST-33324,USA,Motorola,,1466.71,2.0,0.212,Bank Transfer,3.8,False
ORD-103886,21-11-2023,CUST-13515,Brazil,OnePlus,OnePlus 11,1270.46,2.0,0.051,COD,4.3,True
ORD-101735,01/06/2024,CUST-42351,Brazil,Motorola,Moto G53,1117.0,4.0,0.129,PayPal,2.1,True
ORD-102823,2024-08-03,CUST-66912,Japan,Apple,iPhone 15,1415.57,2.0,0.296,UPI,3.1,yes
ORD-102196,08-09-2022,CUST-37243,Japan,Xiaomi,Redmi 12,348.63,3.0,0.312,COD,,True
ORD-103678,01-06-2023,CUST-16707,Inda,Google,Pixel 7a,1289.19,5.0,0.217,,2.2,1
ORD-102475,01/11/2022,CUST-81214,UK,,Xperia 1 V,189.79,3.0,0.37,COD,1.8,yes
ORD-102564,01/12/2022,CUST-43687,,Google,Pixel 8,695.07,3.0,0.161,PayPal,1.5,False
ORD-103275,06-12-2022,CUST-17067,,Sony,Xperia 5 V,1022.8,4.0,0.185,Bank Transfer,2.9,
ORD-103957,02/25/2023,CUST-98541,Singapore,Samsung,Galaxy Z Fold 5,286.61,1.0,0.272,Bank Transfer,1.3,yes
ORD-102608,02/02/2024,CUST-18809,USA,APPLE,iPhone SE,,5.0,0.15,Debit Card,2.2,False
ORD-103785,07/14/2022,CUST-28620,UK,SAMSUNG,Galaxy S24,1430.56,1.0,,Debit Card,4.3,False
ORD-100707,2023-09-07,CUST-19277,Japan,Motorola,Moto G84,901.54,1.0,0.03,COD,1.5,True
ORD-104351,2024-02-14,CUST-68448,Singapore,APPLE,iPhone 15,845.02,2.0,0.047,Debit Card,4.3,True
ORD-101093,02/08/2024,CUST-27247,UK,GOOGLE,Pixel 7a,901.49,4.0,0.326,Credit Card,2.7,False
ORD-104241,30-12-2024,CUST-51563,U.S.A,Sony,Xperia 10 V,625.4,2.0,0.043,Credit Card,3.2,False
ORD-101376,15-04-2023,CUST-82179,Canada,Xiaomi,Redmi Note 13,1469.34,5.0,0.164,UPI,3.2,True
ORD-104992,2023-12-20,CUST-57706,Germany,apple,iPhone 15 Pro,198.88,2.0,0.134,PayPal,2.4,True
ORD-100072,2023-01-15,CUST-92387,Brazil,,OnePlus 11,1484.61,5.0,0.061,Credit Card,2.4,no
ORD-101922,,CUST-18834,France,Apple,iPhone 15,899.22,3.0,0.363,UPI,2.3,
ORD-103290,13-03-2024,CUST-30720,Germany,Motorola,Moto G84,1014.31,1.0,0.034,Debit Card,3.4,False
ORD-101764,10/09/2023,CUST-48828,USA,SAMSUNG,Galaxy S24,152.01,3.0,0.005,PayPal,2.9,0
ORD-100743,N/A,CUST-54951,uk,Motorola,Moto G53,707.06,4.0,0.006,Debit Card,3.9,False
ORD-103992,2022-06-05,CUST-43725,Brazil,ONEPLUS,OnePlus Nord 3,1002.96,1.0,0.38,Debit Card,1.6,0
ORD-101005,,CUST-43393,United Kingdom,Motorola,Edge 40 Pro,1017.49,,0.187,Credit Card,4.3,0
ORD-102668,31-08-2023,CUST-74882,Canada,oneplus,OnePlus Nord 3,937.71,2.0,0.131,COD,3.1,False
ORD-101190,09-01-2023,CUST-23219,Singapore,xiaomi,POCO F5,193.78,3.0,0.032,PayPal,4.9,False
ORD-103307,26-09-2023,CUST-66664,France,ONEPLUS,OnePlus 12,254.27,3.0,0.39,Bank Transfer,4.8,False
ORD-102601,09-09-2023,CUST-29422,India,Sony,Xperia 5 V,449.66,3.0,0.031,Debit Card,2.8,0
ORD-101125,2023-04-21,CUST-43368,Brazil,,iPhone 15,1061.46,4.0,0.174,Credit Card,1.0,False
ORD-101241,24-07-2023,CUST-93989,Japan,APPLE,iPhone 15,365.94,1.0,0.137,UPI,4.0,0
ORD-104756,23-09-2023,CUST-46684,USA,google,Pixel 8,1046.06,4.0,0.315,Debit Card,1.9,0
ORD-104197,01-03-2023,CUST-86646,India,Motorola,Moto G84,870.51,2.0,0.166,COD,4.6,False
ORD-103711,09/05/2022,CUST-24099,Germany,oneplus,OnePlus Nord 3,338.99,1.0,0.213,Credit Card,1.1,
ORD-100998,12/13/2024,CUST-56866,Japan,google,Pixel 8,725.25,5.0,0.123,Credit Card,1.9,1
ORD-104480,08/16/2023,CUST-23825,UK,Motorola,Moto G53,796.2,4.0,0.169,COD,2.1,0
ORD-102684,2023-06-10,CUST-26609,Canada,apple,,1137.01,1.0,0.159,PayPal,4.0,0
ORD-101577,08/06/2024,CUST-89104,India,Sony,Xperia 5 V,,5.0,0.243,,3.0,0
ORD-104868,15-06-2022,CUST-23092,UK,Sony,Xperia 1 V,522.73,5.0,0.323,COD,4.2,True
ORD-101826,2023-12-23,CUST-71912,France,Samsung,Galaxy A54,471.5,3.0,0.095,Bank Transfer,1.3,False
ORD-103410,13-08-2024,CUST-10610,Inda,Sony,Xperia 5 V,1327.21,2.0,0.337,Bank Transfer,2.5,0
ORD-103454,03-12-2022,CUST-27900,Canada,Xiaomi,Redmi Note 13,1131.31,5.0,0.284,COD,1.9,False
ORD-103660,,CUST-57342,Canada,samsung,Galaxy S24,1319.62,4.0,0.393,Bank Transfer,4.0,True
ORD-100440,15-07-2023,CUST-31506,Singapore,OnePlus,OnePlus 11,887.16,3.0,0.006,Debit Card,3.0,1
ORD-102116,03/01/2023,CUST-23427,India,ONEPLUS,OnePlus 11,502.76,1.0,0.196,Credit Card,1.3,True
ORD-101100,29-07-2023,CUST-73578,India,Google,Pixel 7a,1092.78,4.0,0.306,Credit Card,4.1,False
ORD-102637,13-12-2024,CUST-95081,Germany,Motorola,Edge 40 Pro,728.24,2.0,0.339,Debit Card,2.6,1
ORD-104029,09-05-2022,CUST-97695,UK,Apple,iPhone 15 Pro,1157.03,5.0,0.382,UPI,3.0,1
ORD-100649,2022-10-10,CUST-19261,,samsung,Galaxy Z Fold 5,1443.66,5.0,0.092,,3.6,False
ORD-101546,06/01/2023,CUST-88042,USA,apple,iPhone 15,1156.93,3.0,0.346,Debit Card,6.1,
ORD-103875,2023-02-17,CUST-22352,India,Motorola,Edge 40 Pro,716.64,2.0,0.337,COD,4.7,1
ORD-103685,07/30/2022,CUST-52420,Canada,SAMSUNG,Galaxy S24,687.5,5.0,0.034,COD,4.1,True
ORD-104020,07-07-2023,CUST-61348,Brazil,GOOGLE,Pixel 7a,488.4,3.0,0.367,PayPal,2.3,no
ORD-103303,,CUST-33665,Australia,Google,Pixel 8,898.92,4.0,0.36,Debit Card,4.0,False
ORD-103871,04/05/2022,CUST-19844,Australia,Xiaomi,Xiaomi 14,700.91,1.0,0.143,Bank Transfer,4.1,no
ORD-100630,06/19/2022,CUST-12418,Canada,Samsung,Galaxy Z Fold 5,333.84,1.0,0.3,Debit Card,3.6,False
ORD-100672,01/17/2024,CUST-63810,India,OnePlus,OnePlus 12,327.53,1.0,0.185,UPI,3.2,no
ORD-101249,01-09-2023,CUST-65410,India,ONEPLUS,OnePlus 11,594.69,5.0,0.03,Bank Transfer,4.2,False
ORD-100482,2022-05-10,CUST-78078,,google,Pixel 8 Pro,446.43,1.0,0.011,UPI,1.3,False
ORD-101584,03/16/2024,CUST-72809,Germany,Sony,Xperia 1 V,1213.19,2.0,0.235,Credit Card,4.1,1
ORD-103187,10-02-2024,CUST-31321,Inda,OnePlus,OnePlus 12,506.9,2.0,0.138,Debit Card,4.6,True
ORD-104703,2024-02-26,CUST-16741,india ,Sony,,,3.0,0.368,Credit Card,4.4,True
ORD-103150,28-07-2024,CUST-54452,Japan,Google,Pixel 8 Pro,868.95,5.0,0.019,COD,2.8,no
ORD-101462,28-05-2023,CUST-79256,France,Xiaomi,POCO F5,165.58,2.0,0.251,Credit Card,1.6,no
ORD-104065,10-09-2024,CUST-22333,France,Motorola,Moto G53,1185.48,4.0,0.213,Debit Card,,no
ORD-103750,02/15/2023,CUST-65621,Germany,Samsung,Galaxy A54,687.06,4.0,0.106,UPI,1.7,False
ORD-102226,19-06-2022,CUST-62553,Singapore,Motorola,Moto G84,1078.46,1.0,0.334,Credit Card,2.6,1
ORD-102578,23-04-2024,CUST-37743,Australia,xiaomi,POCO F5,922.97,4.0,0.101,Bank Transfer,4.9,yes
ORD-103932,10/11/2023,CUST-68111,Japan,Motorola,Edge 40 Pro,,5.0,0.15,Credit Card,1.6,1
ORD-100049,02/19/2024,CUST-86800,India,Sony,,550.08,,0.23,Bank Transfer,3.8,True
ORD-104605,2023-09-27,CUST-55943,Japan,Motorola,Edge 40 Pro,156.25,3.0,0.284,PayPal,1.9,0
ORD-103169,10-03-2022,CUST-21058,USA,Samsung,Galaxy S23,939.63,3.0,0.123,Credit Card,4.8,0
ORD-100858,08-11-2022,CUST-98276,USA,oneplus,OnePlus 11,1011.84,-1.0,0.032,PayPal,,False
ORD-101072,27-06-2024,CUST-13676,USA,,Pixel 8 Pro,1498.81,3.0,0.041,COD,3.0,0
ORD-100719,02-06-2022,CUST-53900,,apple,iPhone 14,488.44,2.0,0.119,Debit Card,5.0,True
ORD-103274,03/18/2023,CUST-36025,Japan,Sony,Xperia 1 V,794.79,4.0,0.069,UPI,3.4,0
ORD-102631,27-07-2024,CUST-34034,germany,SAMSUNG,Galaxy S24,437.88,2.0,0.335,Credit Card,4.5,False
ORD-104952,07/12/2024,CUST-42401,Japan,OnePlus,OnePlus Nord 3,1031.7,4.0,0.385,,2.1,False
ORD-101660,11/13/2022,CUST-29387,France,Google,Pixel 7a,1288.94,5.0,0.342,Credit Card,3.8,True
ORD-101656,02-03-2024,CUST-57789,Singapore,apple,iPhone 14,1269.37,4.0,0.061,Debit Card,1.6,False
ORD-102425,2022-10-01,CUST-95971,UK,Apple,iPhone SE,1001.45,4.0,0.357,Debit Card,3.8,1
ORD-103648,16-12-2024,CUST-77497,UK,apple,iPhone 14,454.47,5.0,0.298,UPI,2.8,False
ORD-103073,16-10-2022,CUST-49797,India,Google,Pixel 7a,1463.87,1.0,0.317,COD,1.2,
ORD-102468,2024-03-30,CUST-45815,uk,samsung,Galaxy Z Fold 5,791.91,1.0,0.155,COD,4.7,True
ORD-103427,18-09-2022,CUST-30350,USA,Apple,iPhone 15 Pro,1024.02,,0.166,COD,2.6,False
ORD-104550,,CUST-46023,,google,,517.61,2.0,0.277,PayPal,2.8,False
ORD-103423,22-10-2022,CUST-85394,France,xiaomi,Xiaomi 14,1406.66,1.0,0.152,COD,3.0,False
ORD-104829,10-03-2024,CUST-67813,Japan,Samsung,Galaxy A54,816.05,1.0,0.196,Credit Card,1.0,0
ORD-102934,06/24/2023,CUST-32133,Singapore,SAMSUNG,Galaxy S24,1496.69,2.0,0.14,Debit Card,3.5,False
ORD-104193,24-12-2023,CUST-35522,U.S.A,xiaomi,,1217.75,1.0,0.205,Debit Card,,yes
ORD-104594,02/19/2024,CUST-42819,Australia,Apple,iPhone 15,829.13,4.0,0.037,Credit Card,4.6,no
ORD-102606,12/09/2024,CUST-88099,Japan,ONEPLUS,OnePlus 12,596.38,3.0,0.38,,1.1,True
ORD-101385,2022-09-20,CUST-26204,Japan,Motorola,Edge 40 Pro,1361.39,4.0,0.369,Bank Transfer,1.0,1
ORD-103967,2022-05-17,CUST-82992,Australia,ONEPLUS,,436.82,4.0,0.079,Bank Transfer,1.8,False
ORD-101399,2022-10-10,CUST-29642,USA,XIAOMI,Xiaomi 14,735.86,1.0,0.363,COD,1.8,False
ORD-101195,04/03/2023,CUST-19997,Canada,oneplus,OnePlus 12,481.75,5.0,0.034,COD,3.4,yes
ORD-101408,2023-08-08,CUST-85557,Japan,Samsung,Galaxy A54,908.11,3.0,0.115,PayPal,3.3,no
ORD-103956,18-10-2022,CUST-47943,United Kingdom,XIAOMI,Xiaomi 14,977.44,5.0,0.061,Credit Card,3.7,yes
ORD-101798,04/09/2022,CUST-26926,USA,Samsung,Galaxy A54,930.11,5.0,0.209,Debit Card,4.7,True
ORD-101475,2023-12-12,CUST-22057,Singapore,apple,iPhone 14,1031.62,4.0,0.134,Bank Transfer,4.3,False
ORD-103334,09/18/2023,CUST-99075,Canada,Sony,Xperia 10 V,208.72,3.0,0.096,PayPal,2.3,
ORD-100035,02/27/2024,CUST-68430,Germany,Apple,,1006.74,2.0,0.087,UPI,2.3,True
ORD-103666,01/27/2024,CUST-98102,India,GOOGLE,Pixel 8 Pro,882.41,3.0,0.161,PayPal,3.4,True
ORD-102345,12/18/2024,CUST-88288,UK,google,Pixel 8 Pro,403.34,3.0,0.117,Credit Card,2.5,1
ORD-103566,2022-10-23,CUST-77475,Canada,Samsung,Galaxy A54,1169.4,4.0,0.009,Bank Transfer,1.9,1
ORD-102359,03/29/2023,CUST-97799,USA,Xiaomi,Redmi 12,,5.0,0.193,Debit Card,2.5,True
ORD-102206,2024-03-24,CUST-95795,France,Samsung,Galaxy A54,318.09,5.0,-0.04,Credit Card,4.4,False
ORD-103318,10/07/2024,CUST-17413,France,google,Pixel 8 Pro,1411.58,4.0,0.242,COD,,False
ORD-103898,12-09-2023,CUST-53991,Australia,apple,iPhone 14,252.11,2.0,,UPI,4.6,False
ORD-101286,02/21/2022,CUST-12876,Singapore,Samsung,Galaxy A54,886.28,4.0,0.232,Debit Card,1.0,False
ORD-100349,04/29/2024,CUST-27441,USA,Google,Pixel 7a,500.02,4.0,0.127,COD,2.4,False
ORD-102137,11/02/2024,CUST-63508,Germany,xiaomi,Xiaomi 14,1000.09,2.0,0.216,Credit Card,1.8,False
ORD-102691,11/29/2023,CUST-86768,Japan,Samsung,Galaxy S23,1002.68,4.0,0.348,COD,1.2,1
ORD-103990,04/22/2022,CUST-28841,Canada,GOOGLE,Pixel 8,559.86,1.0,0.116,Debit Card,1.9,0
ORD-103790,2023-12-19,CUST-94114,france,oneplus,OnePlus 11,497.17,3.0,0.374,Credit Card,4.0,1
ORD-101681,2022-06-28,CUST-68651,Singapore,Samsung,Galaxy A54,479.6,5.0,0.341,Bank Transfer,2.6,1
ORD-104124,05/26/2022,CUST-29100,Brazil,Google,,655.93,3.0,0.139,COD,2.1,True
ORD-101443,30-03-2024,CUST-16548,Singapore,Xiaomi,Redmi Note 13,1300.43,4.0,0.003,Debit Card,,False
ORD-103361,01-03-2024,CUST-89276,Canada,Google,Pixel 8 Pro,1278.13,1.0,0.029,Credit Card,1.1,True
ORD-101671,07/03/2024,CUST-15358,U.S.A,OnePlus,OnePlus 11,187.58,2.0,0.077,PayPal,4.7,0
ORD-103321,27-02-2024,CUST-97493,United States,Sony,Xperia 5 V,1273.46,1.0,0.081,Credit Card,4.6,False
ORD-101179,2024-05-30,CUST-17014,UK,SAMSUNG,Galaxy Z Fold 5,99999.0,4.0,0.099,Bank Transfer,3.3,1
ORD-102798,06/12/2023,CUST-33421,India,Samsung,Galaxy A54,1314.17,1.0,0.094,COD,1.5,False
ORD-101692,2023-03-29,CUST-82838,Canada,Motorola,Edge 40 Pro,308.41,3.0,0.184,Bank Transfer,2.4,True
ORD-104009,2024-01-31,CUST-45716,india ,Sony,Xperia 1 V,172.83,1.0,0.145,Bank Transfer,1.9,no
ORD-100372,04/19/2023,CUST-80328,India,xiaomi,Xiaomi 14,1344.09,1.0,0.126,COD,2.0,yes
ORD-103738,10/05/2024,CUST-13247,UK,oneplus,OnePlus 11,253.98,1.0,0.019,Credit Card,4.3,
ORD-101916,04-07-2024,CUST-75078,Brazil,oneplus,OnePlus Nord 3,1145.42,4.0,0.054,COD,1.7,False
ORD-101357,08/10/2024,CUST-53830,Brazil,Motorola,Moto G84,1197.53,4.0,1.118,UPI,2.0,False
ORD-101825,2022-02-28,CUST-53295,UK,Apple,,497.62,4.0,,Credit Card,4.8,False
ORD-100786,2023-08-06,CUST-65575,France,OnePlus,OnePlus Nord 3,1008.74,4.0,0.219,Debit Card,3.8,False
ORD-100469,13-06-2023,CUST-48467,France,Google,Pixel 8 Pro,818.04,2.0,0.368,UPI,2.7,False
ORD-100140,2022-04-20,CUST-20080,india ,samsung,Galaxy S23,935.32,1.0,0.243,Bank Transfer,2.8,False
ORD-100788,22-02-2024,CUST-87824,France,XIAOMI,Redmi 12,1097.46,2.0,0.249,UPI,1.1,False
ORD-100323,2024-02-12,CUST-77022,Canada,APPLE,iPhone 14,1126.84,3.0,0.01,UPI,2.3,False
ORD-100050,2024-03-16,CUST-54621,India,xiaomi,POCO F5,422.66,2.0,0.137,Credit Card,4.8,1
ORD-100714,25-06-2024,CUST-11852,Inda,Xiaomi,Redmi 12,684.43,2.0,0.334,Debit Card,4.0,False
ORD-104562,2022-11-08,CUST-41586,Brazil,apple,iPhone 15,663.23,2.0,0.022,UPI,3.9,0
ORD-102840,,CUST-91991,Japan,SAMSUNG,Galaxy S23,1278.25,3.0,0.101,PayPal,3.5,False
ORD-102446,30-12-2022,CUST-17756,Japan,oneplus,OnePlus 11,,4.0,0.059,Credit Card,1.6,False
ORD-104948,2024-02-06,CUST-82496,USA,Apple,iPhone SE,1260.81,1.0,0.38,Debit Card,1.3,True
ORD-104597,2022-08-05,CUST-62841,FRANCE,OnePlus,OnePlus 12,231.66,4.0,0.157,PayPal,4.3,1
ORD-104670,,CUST-16773,France,Samsung,Galaxy Z Fold 5,1405.59,,0.188,COD,3.4,yes
ORD-103125,27-09-2022,CUST-88853,Canada,Samsung,Galaxy A54,1388.66,5.0,0.165,COD,1.8,0
ORD-102666,2024-01-18,CUST-16695,USA,OnePlus,OnePlus 11,921.06,5.0,0.374,PayPal,4.3,False
ORD-100406,10-11-2022,CUST-89697,Australia,Samsung,Galaxy S23,563.44,3.0,0.203,PayPal,3.5,True
ORD-103479,04-10-2023,CUST-41195,Japan,GOOGLE,Pixel 8 Pro,736.19,5.0,0.083,COD,2.6,False
ORD-101004,05/17/2024,CUST-26661,France,Google,Pixel 8 Pro,,1.0,0.264,Debit Card,3.1,False
ORD-104996,2024-09-17,CUST-34927,Japan,Apple,iPhone SE,1499.51,3.0,0.198,Bank Transfer,2.8,no
ORD-100890,05/10/2022,CUST-22305,Japan,Motorola,Edge 40 Pro,1125.24,2.0,0.369,PayPal,1.5,0
ORD-102411,0000-00-00,CUST-67118,germany,Google,Pixel 8 Pro,856.87,2.0,0.388,PayPal,2.4,
ORD-102545,25-07-2023,CUST-88011,Australia,Sony,Xperia 5 V,1223.62,1.0,0.24,Bank Transfer,1.9,0
ORD-103558,07/13/2024,CUST-18134,Singapore,Motorola,Edge 40 Pro,827.08,1.0,0.137,Bank Transfer,2.2,False
ORD-102390,2022-03-25,CUST-83571,France,Samsung,Galaxy S23,437.01,5.0,0.348,Credit Card,3.2,1
ORD-104076,02-01-2023,CUST-14928,Australia,Samsung,Galaxy Z Fold 5,330.18,3.0,0.317,PayPal,1.5,0
ORD-100042,2022-09-11,CUST-65244,Japan,,iPhone 15 Pro,801.46,4.0,0.364,UPI,4.4,False
ORD-102830,2024-06-12,CUST-23343,usa,Samsung,Galaxy S24,830.99,2.0,0.141,Credit Card,3.0,False
ORD-103428,2024-11-15,CUST-56309,UK,Google,Pixel 8 Pro,520.58,4.0,0.304,Debit Card,1.1,True
ORD-103022,06-12-2024,CUST-66020,,,OnePlus 11,410.02,5.0,0.305,COD,4.6,False
ORD-100303,08/14/2023,CUST-29734,Brazil,ONEPLUS,OnePlus 12,1111.19,3.0,,PayPal,4.3,1
ORD-104587,16-05-2024,CUST-79136,USA,Samsung,Galaxy S24,653.48,4.0,0.281,Bank Transfer,4.9,False
ORD-103877,09/20/2022,CUST-76123,Canada,Samsung,Galaxy Z Fold 5,892.68,1.0,0.361,,3.4,1
ORD-100664,2023-10-17,CUST-36327,Singapore,Xiaomi,Redmi 12,955.79,3.0,,Debit Card,4.5,False
ORD-101177,08/27/2024,CUST-83986,Canada,ONEPLUS,,1251.57,2.0,1.767,UPI,1.3,0
ORD-102676,2022-02-01,CUST-33626,France,Sony,Xperia 5 V,322.74,1.0,0.293,PayPal,2.1,False
ORD-101947,10/10/2023,CUST-73463,USA,Apple,iPhone 14,571.33,2.0,0.316,UPI,1.3,0
ORD-102501,2022-03-10,CUST-98019,France,GOOGLE,Pixel 8 Pro,269.93,2.0,0.391,PayPal,4.9,False
ORD-101473,21-10-2022,CUST-65690,United Kingdom,Sony,Xperia 5 V,206.95,2.0,0.349,Bank Transfer,3.4,0
ORD-103607,2024-05-01,CUST-35838,Canada,GOOGLE,Pixel 7a,1452.12,2.0,0.095,Bank Transfer,2.7,False
ORD-104387,07/24/2022,CUST-34420,USA,xiaomi,Redmi 12,1366.31,-1.0,0.09,,3.3,
ORD-102132,2023-06-09,CUST-72852,Germany,Xiaomi,Redmi 12,743.68,2.0,0.371,UPI,3.5,False
ORD-101026,,CUST-28205,UK,Motorola,Edge 40 Pro,523.62,5.0,0.13,UPI,1.8,True
ORD-102989,2024-12-04,CUST-26464,Canada,google,Pixel 8,,4.0,0.197,Credit Card,3.3,yes
ORD-100961,03/06/2022,CUST-92023,Canada,ONEPLUS,OnePlus 12,,5.0,0.282,COD,2.9,1
ORD-102889,2023-08-08,CUST-49942,Germany,,iPhone 15 Pro,746.58,5.0,-0.012,Credit Card,1.3,False
ORD-103021,09-12-2024,CUST-10176,UK,XIAOMI,Redmi Note 13,99999.0,2.0,0.318,COD,3.4,True
ORD-103015,2023-12-16,CUST-63793,India,Motorola,Moto G53,573.42,3.0,0.26,COD,3.2,1
ORD-103250,2022-06-12,CUST-98300,Singapore,Apple,iPhone 15 Pro,891.4,3.0,0.156,UPI,3.6,1
ORD-102009,21-06-2023,CUST-60086,Australia,Apple,iPhone 14,732.41,5.0,0.026,UPI,2.0,True
ORD-102149,2022-12-18,CUST-21061,Singapore,Apple,iPhone 15,464.01,3.0,0.388,COD,2.6,False
ORD-103442,2023-10-18,CUST-86152,U.S.A,XIAOMI,Xiaomi 14,502.7,3.0,0.118,COD,1.2,False
ORD-102338,10-01-2024,CUST-16849,Brazil,samsung,Galaxy S23,623.99,3.0,0.196,COD,3.2,True
ORD-104024,10/05/2023,CUST-91853,Singapore,Samsung,Galaxy S24,577.59,3.0,,Debit Card,4.8,True
ORD-100304,09-04-2024,CUST-40564,,xiaomi,Xiaomi 14,802.78,3.0,0.154,UPI,1.6,False
ORD-101440,20-02-2024,CUST-54960,India,Apple,iPhone 15 Pro,737.8,4.0,0.278,Debit Card,2.0,False
ORD-101496,28-10-2024,CUST-25391,Singapore,Motorola,Moto G84,550.34,5.0,0.258,UPI,2.0,False
ORD-102652,24-02-2022,CUST-42994,USA,oneplus,OnePlus 12,1392.07,5.0,0.338,UPI,1.6,1
ORD-102875,10/08/2023,CUST-13624,India,OnePlus,OnePlus 12,378.81,1.0,0.199,PayPal,3.2,False
ORD-100916,12-07-2023,CUST-38224,Germany,Samsung,Galaxy Z Fold 5,1166.68,2.0,0.022,PayPal,2.5,True
ORD-104700,05-09-2022,CUST-64559,Singapore,ONEPLUS,OnePlus 11,516.47,1.0,0.306,Credit Card,2.4,no
ORD-104618,26-12-2022,CUST-45105,Germany,google,Pixel 8 Pro,304.35,,0.248,UPI,3.2,True
ORD-102772,,CUST-68227,Brazil,GOOGLE,Pixel 8 Pro,,4.0,0.106,Bank Transfer,4.1,0
ORD-101624,06-10-2024,CUST-75674,Brazil,Google,Pixel 8 Pro,956.14,2.0,0.379,Bank Transfer,1.1,yes
ORD-104651,2023-11-04,CUST-37795,Japan,Google,Pixel 7a,167.5,4.0,0.37,Bank Transfer,4.6,no
ORD-100821,,CUST-83444,Germany,Sony,Xperia 1 V,757.65,4.0,0.154,PayPal,1.4,1
ORD-103418,03/26/2024,CUST-10705,Germany,Sony,Xperia 1 V,1178.39,4.0,0.232,PayPal,2.4,1
ORD-101354,02/18/2024,CUST-80016,France,XIAOMI,POCO F5,523.96,1.0,0.017,Bank Transfer,1.1,True
ORD-104571,08/14/2022,CUST-37236,Japan,OnePlus,OnePlus Nord 3,1294.35,4.0,0.319,COD,3.7,yes
ORD-100850,2022-05-22,CUST-97779,Inda,Samsung,Galaxy A54,870.05,4.0,0.188,Debit Card,4.5,False
ORD-101000,19-07-2023,CUST-97143,Japan,GOOGLE,Pixel 7a,503.24,4.0,0.242,Bank Transfer,4.1,yes
ORD-100231,03/09/2024,CUST-34354,Brazil,Apple,iPhone 15,726.16,3.0,0.017,Debit Card,4.0,True
ORD-100018,10/19/2023,CUST-40081,Brazil,Samsung,Galaxy Z Fold 5,655.14,1.0,0.182,Credit Card,1.9,False
ORD-101637,08/31/2023,CUST-89829,Japan,OnePlus,OnePlus Nord 3,,4.0,0.39,COD,4.0,1
ORD-101667,2024-01-08,CUST-75028,UK,google,Pixel 8,1188.85,5.0,0.314,Debit Card,2.1,0
ORD-100493,28-03-2022,CUST-89516,Singapore,Samsung,Galaxy A54,737.36,5.0,0.174,Credit Card,1.1,1
ORD-101347,10/19/2023,CUST-11193,Japan,Sony,Xperia 10 V,1054.88,2.0,,Bank Transfer,4.1,False
ORD-103018,2024-12-17,CUST-24370,Japan,Sony,Xperia 10 V,1347.97,5.0,,UPI,3.2,False
ORD-103857,11/02/2023,CUST-95637,USA,OnePlus,OnePlus 11,627.49,4.0,0.01,PayPal,1.1,True
ORD-104652,2024-08-02,CUST-42225,USA,Apple,iPhone 14,1273.64,1.0,0.285,Credit Card,2.4,False
ORD-103742,12-08-2024,CUST-26738,Australia,Samsung,Galaxy Z Fold 5,1090.13,5.0,0.395,Credit Card,2.1,True
ORD-103605,06-10-2024,CUST-91843,France,OnePlus,OnePlus 12,1352.0,1.0,0.174,PayPal,2.9,True
ORD-100687,2024-05-04,CUST-25968,GERMANY,ONEPLUS,OnePlus 12,679.61,5.0,0.261,Bank Transfer,4.2,yes
ORD-103861,2024-11-09,CUST-11575,Canada,Google,Pixel 8,609.75,3.0,0.141,,2.4,False
ORD-101608,04-08-2022,CUST-80769,UK,Xiaomi,POCO F5,-999.0,3.0,0.369,COD,4.2,1
ORD-104157,2022-03-22,CUST-31016,Brazil,Motorola,Moto G84,878.79,1.0,0.373,COD,4.8,True
ORD-103523,2024-01-20,CUST-12401,France,Samsung,Galaxy A54,884.64,,0.191,Bank Transfer,1.1,True
ORD-101009,09/02/2022,CUST-77650,Brazil,Samsung,Galaxy A54,991.4,3.0,0.183,UPI,2.1,True
ORD-102408,2024-01-05,CUST-50863,India,Google,Pixel 8,864.6,1.0,0.106,PayPal,2.5,True
ORD-101092,16-02-2023,CUST-89565,Singapore,Apple,iPhone 15,252.86,4.0,0.111,Credit Card,2.8,False
ORD-101327,08-07-2024,CUST-97005,Singapore,Xiaomi,POCO F5,1268.48,1.0,0.096,Debit Card,4.9,True
ORD-101677,2024-08-13,CUST-82752,Germany,Apple,iPhone 15,528.37,2.0,0.173,Bank Transfer,3.7,False
ORD-101999,19-08-2023,CUST-48838,Canada,Motorola,Edge 40 Pro,1353.01,3.0,0.08,UPI,3.5,
ORD-101310,03/30/2024,CUST-49430,France,Samsung,Galaxy Z Fold 5,988.91,5.0,0.089,Credit Card,3.8,0
ORD-103165,2024-01-27,CUST-89884,GERMANY,Motorola,Moto G84,1345.82,1.0,0.355,Debit Card,1.8,True
ORD-104122,06/18/2022,CUST-42846,GERMANY,Samsung,Galaxy S24,483.34,3.0,,Debit Card,4.0,1
